sample_id,x_H2,x_CH4,x_CO2,x_N2
W00001,26.31600570678711,63.64939880371094,2.7616169452667236,7.272980213165283
W00002,26.31600570678711,63.64939880371094,2.7616169452667236,7.272980213165283
W00003,26.31600570678711,63.64939880371094,2.7616169452667236,7.272980213165283
W00004,26.31600570678711,63.64939880371094,2.7616169452667236,7.272980213165283
W00005,22.714807510375977,72.59333038330078,2.7616169452667236,1.9302480220794678
W00006,22.714807510375977,72.59333038330078,2.7616169452667236,1.9302480220794678
W00007,22.714807510375977,72.59333038330078,2.7616169452667236,1.9302480220794678
W00008,22.714807510375977,72.59333038330078,2.7616169452667236,1.9302480220794678
W00009,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928
W00010,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928
W00011,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928
W00012,18.291990280151367,72.01055145263672,2.7616169452667236,6.935842037200928
W00013,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523
W00014,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523
W00015,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523
W00016,0.5436739921569824,82.38797760009766,2.6228740215301514,14.445470809936523
W00017,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715
W00018,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715
W00019,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715
W00020,0.7635539770126343,76.86074829101562,8.412677764892578,13.963019371032715
W00021,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133
W00022,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133
W00023,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133
W00024,0.7635539770126343,77.1236572265625,7.23815393447876,14.874635696411133
W00025,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812
W00026,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812
W00027,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812
W00028,0.7635539770126343,84.03050994873047,0.21330299973487854,14.992630004882812
W00029,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406
W00030,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406
W00031,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406
W00032,0.7635539770126343,85.05567169189453,4.1732330322265625,10.007545471191406
W00033,9.705846786499023,82.66951751708984,6.624685764312744,0.9999529719352722
W00034,9.705846786499023,82.66951751708984,6.624685764312744,0.9999529719352722
W00035,9.705846786499023,82.66951751708984,6.624685764312744,0.9999529719352722
W00036,9.705846786499023,82.66951751708984,6.624685764312744,0.9999529719352722
W00037,6.976586818695068,70.68312072753906,3.0466690063476562,19.293622970581055
W00038,6.976586818695068,70.68312072753906,3.0466690063476562,19.293622970581055
W00039,6.976586818695068,70.68312072753906,3.0466690063476562,19.293622970581055
W00040,6.976586818695068,70.68312072753906,3.0466690063476562,19.293622970581055
W00041,6.0866780281066895,67.306396484375,11.863241195678711,14.74368667602539
W00042,6.0866780281066895,67.306396484375,11.863241195678711,14.74368667602539
W00043,6.0866780281066895,67.306396484375,11.863241195678711,14.74368667602539
W00044,6.0866780281066895,67.306396484375,11.863241195678711,14.74368667602539
W00045,11.714874267578125,81.07746887207031,0.27564799785614014,6.932010173797607
W00046,11.714874267578125,81.07746887207031,0.27564799785614014,6.932010173797607
W00047,11.714874267578125,81.07746887207031,0.27564799785614014,6.932010173797607
W00048,11.714874267578125,81.07746887207031,0.27564799785614014,6.932010173797607
W00049,1.7609659433364868,77.40362548828125,1.0272469520568848,19.80815887451172
W00050,1.7609659433364868,77.40362548828125,1.0272469520568848,19.80815887451172
W00051,1.7609659433364868,77.40362548828125,1.0272469520568848,19.80815887451172
W00052,1.7609659433364868,77.40362548828125,1.0272469520568848,19.80815887451172
W00053,1.7609659433364868,82.65570068359375,1.0272469520568848,14.5560884475708
W00054,1.7609659433364868,82.65570068359375,1.0272469520568848,14.5560884475708
W00055,1.7609659433364868,82.65570068359375,1.0272469520568848,14.5560884475708
W00056,1.7609659433364868,82.65570068359375,1.0272469520568848,14.5560884475708
W00057,1.7609659433364868,96.645263671875,1.0272469520568848,0.5665270090103149
W00058,1.7609659433364868,96.645263671875,1.0272469520568848,0.5665270090103149
