sample_id,component,acoustic_weight,optical_weight,thermal_weight
W00022,H2,0.000938453178220736,1.4091543092617824e-30,0.9990615468217793
W00022,CH4,0.22939898081689902,4.759417375957815e-31,0.770601019183101
W00022,CO2,0.0002823487221003703,1.5979754447930174e-32,0.9997176512778997
W00022,N2,0.0013400913915377172,6.475221004954904e-32,0.9986599086084623
W00270,H2,0.008025045154195401,8.276729270121901e-33,0.9919749548458047
W00270,CH4,0.08129255021155306,4.997590067126667e-31,0.918707449788447
W00270,CO2,9.888367275782896e-05,3.781376423477868e-33,0.9999011163272422
W00270,N2,0.006259308832720877,3.6814810648328676e-32,0.993740691167279
W00294,H2,7.445138484971054e-05,1.9138487996383705e-32,0.9999255486151503
W00294,CH4,0.05326495239804319,3.595624439910319e-32,0.9467350476019568
W00294,CO2,7.687260006246255e-05,1.0620830888617758e-33,0.9999231273999375
W00294,N2,0.00029476290169225716,4.14565111753431e-33,0.9997052370983077
W00402,H2,0.0004946937681069131,8.21067113702938e-33,0.999505306231893
W00402,CH4,0.10812179591354747,2.1529993659380153e-32,0.8918782040864525
W00402,CO2,0.003630273527343592,8.920407889781478e-34,0.9963697264726564
W00402,N2,0.0029678215794670367,2.9738477610881096e-33,0.9970321784205329
W00407,H2,0.854435427009709,1.4289596616423082e-33,0.14556457299029107
W00407,CH4,0.038505809628193687,7.433312510699738e-32,0.9614941903718063
W00407,CO2,0.0008364984858565405,6.916005602023504e-33,0.9991635015141436
W00407,N2,0.006168958384955382,1.287782499602973e-32,0.9938310416150447
W00415,H2,0.00177677799835203,2.1003364686043086e-32,0.9982232220016479
W00415,CH4,0.05518609691286927,8.634355331001962e-31,0.9448139030871306
W00415,CO2,0.0005195814404354269,1.92371553024439e-31,0.9994804185595646
W00415,N2,0.0021127308214179802,4.534675982379463e-31,0.997887269178582
W00435,H2,0.0010290039292053601,4.923277967097293e-34,0.9989709960707946
W00435,CH4,0.022964004335138684,2.891748331114519e-33,0.9770359956648613
W00435,CO2,0.0003382571952045833,2.2870534509585832e-34,0.9996617428047954
W00435,N2,0.0018817222409387392,4.659308807397504e-34,0.9981182777590613
W00443,H2,0.0005607694902862878,7.917252296966297e-34,0.9994392305097137
W00443,CH4,0.05102107805474655,5.3794416207734395e-33,0.9489789219452534
W00443,CO2,0.00012221414579604125,5.151690877336938e-34,0.999877785854204
W00443,N2,0.001096653134864363,9.394416140796382e-34,0.9989033468651356
W00488,H2,0.010571022823033623,1.9528001398655663e-31,0.9894289771769664
W00488,CH4,0.2104539051613,8.360132192559622e-32,0.7895460948387001
W00488,CO2,0.000631832730216096,2.4475161394366658e-33,0.999368167269784
W00488,N2,0.013371911742876021,1.0445757901024167e-32,0.986628088257124
W00585,H2,0.00010514550929811255,7.388379721402189e-33,0.9998948544907019
W00585,CH4,0.9872233239629504,3.762813724173793e-34,0.012776676037049621
W00585,CO2,0.0007624929980222188,1.616658642665083e-33,0.9992375070019778
W00585,N2,0.0005242070177156864,4.167029745970336e-33,0.9994757929822844
