sample_id,V_NDIR_CH4,V_NDIR_CO2,delta_I_CH4,delta_I_CO2,T_C,P_MPa,H_RH
W00001,2.3787245750427246,2.3818044662475586,-0.12127542495727539,-0.1181955337524414,29.141199111938477,0.1712000072002411,49.0806999206543
W00002,1.4296281337738037,2.065998077392578,-1.0703718662261963,-0.4340019226074219,29.141199111938477,0.1712000072002411,49.0806999206543
W00003,1.4296281337738037,2.065998077392578,-1.0703718662261963,-0.4340019226074219,29.141199111938477,0.1712000072002411,49.0806999206543
W00004,1.461264729499817,2.0765249729156494,-1.038735270500183,-0.4234750270843506,29.141199111938477,0.1712000072002411,49.0806999206543
W00005,2.386709690093994,2.395164728164673,-0.11329030990600586,-0.10483527183532715,29.141199111938477,0.1712000072002411,49.0806999206543
W00006,1.33440101146698,2.049926996231079,-1.16559898853302,-0.4500730037689209,29.141199111938477,0.1712000072002411,49.0806999206543
W00007,1.33440101146698,2.049926996231079,-1.16559898853302,-0.4500730037689209,29.141199111938477,0.1712000072002411,49.0806999206543
W00008,1.3694779872894287,2.0614349842071533,-1.1305220127105713,-0.4385650157928467,29.141199111938477,0.1712000072002411,49.0806999206543
W00009,2.3940649032592773,2.3834750652313232,-0.10593509674072266,-0.11652493476867676,29.141199111938477,0.1712000072002411,49.0806999206543
W00010,1.33022141456604,2.0705647468566895,-1.16977858543396,-0.42943525314331055,29.141199111938477,0.1712000072002411,49.0806999206543
W00011,1.33022141456604,2.0705647468566895,-1.16977858543396,-0.42943525314331055,29.141199111938477,0.1712000072002411,49.0806999206543
W00012,1.36568284034729,2.0809950828552246,-1.13431715965271,-0.4190049171447754,29.141199111938477,0.1712000072002411,49.0806999206543
W00013,2.408717632293701,2.3821656703948975,-0.09128236770629883,-0.11783432960510254,29.141199111938477,0.1712000072002411,49.0806999206543
W00014,1.2337286472320557,2.0786666870117188,-1.2662713527679443,-0.42133331298828125,29.141199111938477,0.1712000072002411,49.0806999206543
W00015,1.2337286472320557,2.0786666870117188,-1.2662713527679443,-0.42133331298828125,29.141199111938477,0.1712000072002411,49.0806999206543
W00016,1.2728949785232544,2.0887832641601562,-1.2271050214767456,-0.41121673583984375,29.141199111938477,0.1712000072002411,49.0806999206543
W00017,2.391909122467041,2.395800828933716,-0.10809087753295898,-0.10419917106628418,18.99169921875,0.5267999768257141,39.972900390625
W00018,1.2717632055282593,1.507166862487793,-1.2282367944717407,-0.992833137512207,18.99169921875,0.5267999768257141,39.972900390625
W00019,1.2717632055282593,1.507166862487793,-1.2282367944717407,-0.992833137512207,18.99169921875,0.5267999768257141,39.972900390625
W00020,1.3091013431549072,1.536787986755371,-1.1908986568450928,-0.9632120132446289,18.99169921875,0.5267999768257141,39.972900390625
W00021,2.3740146160125732,2.3827126026153564,-0.12598538398742676,-0.11728739738464355,18.99169921875,0.5267999768257141,39.972900390625
W00022,1.3030349016189575,1.6009278297424316,-1.1969650983810425,-0.8990721702575684,18.99169921875,0.5267999768257141,39.972900390625
W00023,1.3030349016189575,1.6009278297424316,-1.1969650983810425,-0.8990721702575684,18.99169921875,0.5267999768257141,39.972900390625
W00024,1.3387342691421509,1.626987338066101,-1.1612657308578491,-0.8730126619338989,18.99169921875,0.5267999768257141,39.972900390625
W00025,2.3735897541046143,2.4012749195098877,-0.12641024589538574,-0.0987250804901123,18.99169921875,0.5267999768257141,39.972900390625
W00026,1.227891206741333,2.36018967628479,-1.272108793258667,-0.13981032371520996,18.99169921875,0.5267999768257141,39.972900390625
W00027,1.227891206741333,2.36018967628479,-1.272108793258667,-0.13981032371520996,18.99169921875,0.5267999768257141,39.972900390625
W00028,1.2660810947418213,2.3615593910217285,-1.2339189052581787,-0.13844060897827148,18.99169921875,0.5267999768257141,39.972900390625
W00029,2.4041459560394287,2.3887245655059814,-0.09585404396057129,-0.11127543449401855,18.99169921875,0.5267999768257141,39.972900390625
W00030,1.1965206861495972,1.8945211172103882,-1.3034793138504028,-0.6054788827896118,18.99169921875,0.5267999768257141,39.972900390625
W00031,1.1965206861495972,1.8945211172103882,-1.3034793138504028,-0.6054788827896118,18.99169921875,0.5267999768257141,39.972900390625
W00032,1.2367748022079468,1.910994529724121,-1.2632251977920532,-0.5890054702758789,18.99169921875,0.5267999768257141,39.972900390625
W00033,2.42484450340271,2.4218432903289795,-0.07515549659729004,-0.07815670967102051,25.30929946899414,0.4311000108718872,20.702800750732422
W00034,1.2410796880722046,1.6659106016159058,-1.2589203119277954,-0.8340893983840942,25.30929946899414,0.4311000108718872,20.702800750732422
W00035,1.2410796880722046,1.6659106016159058,-1.2589203119277954,-0.8340893983840942,25.30929946899414,0.4311000108718872,20.702800750732422
W00036,1.2805384397506714,1.6911083459854126,-1.2194615602493286,-0.8088916540145874,25.30929946899414,0.4311000108718872,20.702800750732422
W00037,2.428593635559082,2.4135751724243164,-0.07140636444091797,-0.0864248275756836,25.30929946899414,0.4311000108718872,20.702800750732422
W00038,1.3843084573745728,2.0305192470550537,-1.1156915426254272,-0.4694807529449463,25.30929946899414,0.4311000108718872,20.702800750732422
W00039,1.3843084573745728,2.0305192470550537,-1.1156915426254272,-0.4694807529449463,25.30929946899414,0.4311000108718872,20.702800750732422
W00040,1.419118046760559,2.043287754058838,-1.080881953239441,-0.4567122459411621,25.30929946899414,0.4311000108718872,20.702800750732422
W00041,2.4069876670837402,2.4240362644195557,-0.09301233291625977,-0.07596373558044434,25.30929946899414,0.4311000108718872,20.702800750732422
W00042,1.4170252084732056,1.2547507286071777,-1.0829747915267944,-1.2452492713928223,25.30929946899414,0.4311000108718872,20.702800750732422
W00043,1.4170252084732056,1.2547507286071777,-1.0829747915267944,-1.2452492713928223,25.30929946899414,0.4311000108718872,20.702800750732422
W00044,1.450023889541626,1.293726921081543,-1.049976110458374,-1.206273078918457,25.30929946899414,0.4311000108718872,20.702800750732422
W00045,2.4365389347076416,2.4005861282348633,-0.0634610652923584,-0.09941387176513672,25.30929946899414,0.4311000108718872,20.702800750732422
W00046,1.2610105276107788,2.3846962451934814,-1.2389894723892212,-0.11530375480651855,25.30929946899414,0.4311000108718872,20.702800750732422
W00047,1.2610105276107788,2.3846962451934814,-1.2389894723892212,-0.11530375480651855,25.30929946899414,0.4311000108718872,20.702800750732422
W00048,1.3001947402954102,2.385226011276245,-1.1998052597045898,-0.11477398872375488,25.30929946899414,0.4311000108718872,20.702800750732422
W00049,2.400909423828125,2.404144048690796,-0.099090576171875,-0.0958559513092041,22.63990020751953,0.5776000022888184,33.92409896850586
W00050,1.2911393642425537,2.2753119468688965,-1.2088606357574463,-0.22468805313110352,22.63990020751953,0.5776000022888184,33.92409896850586
W00051,1.2911393642425537,2.2753119468688965,-1.2088606357574463,-0.22468805313110352,22.63990020751953,0.5776000022888184,33.92409896850586
W00052,1.3281316757202148,2.279606342315674,-1.1718683242797852,-0.22039365768432617,22.63990020751953,0.5776000022888184,33.92409896850586
W00053,2.403423547744751,2.4049556255340576,-0.09657645225524902,-0.09504437446594238,22.63990020751953,0.5776000022888184,33.92409896850586
W00054,1.2522835731506348,2.257126808166504,-1.2477164268493652,-0.2428731918334961,22.63990020751953,0.5776000022888184,33.92409896850586
W00055,1.2522835731506348,2.257126808166504,-1.2477164268493652,-0.2428731918334961,22.63990020751953,0.5776000022888184,33.92409896850586
W00056,1.2906548976898193,2.262054443359375,-1.2093451023101807,-0.237945556640625,22.63990020751953,0.5776000022888184,33.92409896850586
W00057,2.423226833343506,2.4088947772979736,-0.07677316665649414,-0.09110522270202637,22.63990020751953,0.5776000022888184,33.92409896850586
W00058,1.1060339212417603,2.2619524002075195,-1.3939660787582397,-0.23804759979248047,22.63990020751953,0.5776000022888184,33.92409896850586
W00059,1.1060339212417603,2.2619524002075195,-1.3939660787582397,-0.23804759979248047,22.63990020751953,0.5776000022888184,33.92409896850586
W00060,1.1499402523040771,2.266850471496582,-1.3500597476959229,-0.23314952850341797,22.63990020751953,0.5776000022888184,33.92409896850586
W00061,2.376464366912842,2.398454427719116,-0.1235356330871582,-0.10154557228088379,22.63990020751953,0.5776000022888184,33.92409896850586
W00062,1.2538188695907593,2.2609126567840576,-1.2461811304092407,-0.23908734321594238,22.63990020751953,0.5776000022888184,33.92409896850586
W00063,1.2538188695907593,2.2609126567840576,-1.2461811304092407,-0.23908734321594238,22.63990020751953,0.5776000022888184,33.92409896850586
W00064,1.2912403345108032,2.2654974460601807,-1.2087596654891968,-0.23450255393981934,22.63990020751953,0.5776000022888184,33.92409896850586
W00065,2.3559787273406982,2.392897367477417,-0.14402127265930176,-0.10710263252258301,23.823200225830078,0.30090001225471497,71.6404037475586
W00066,1.2975863218307495,2.0285513401031494,-1.2024136781692505,-0.4714486598968506,23.823200225830078,0.30090001225471497,71.6404037475586
W00067,1.2975863218307495,2.0285513401031494,-1.2024136781692505,-0.4714486598968506,23.823200225830078,0.30090001225471497,71.6404037475586
W00068,1.3328660726547241,2.040696382522583,-1.1671339273452759,-0.459303617477417,23.823200225830078,0.30090001225471497,71.6404037475586
W00069,2.3430850505828857,2.369903087615967,-0.15691494941711426,-0.1300969123840332,23.823200225830078,0.30090001225471497,71.6404037475586
W00070,1.3409265279769897,1.5990647077560425,-1.1590734720230103,-0.9009352922439575,23.823200225830078,0.30090001225471497,71.6404037475586
W00071,1.3409265279769897,1.5990647077560425,-1.1590734720230103,-0.9009352922439575,23.823200225830078,0.30090001225471497,71.6404037475586
W00072,1.3743318319320679,1.624759316444397,-1.1256681680679321,-0.875240683555603,23.823200225830078,0.30090001225471497,71.6404037475586
W00073,2.359100341796875,2.3508739471435547,-0.140899658203125,-0.1491260528564453,23.823200225830078,0.30090001225471497,71.6404037475586
W00074,1.425703525543213,1.446535587310791,-1.074296474456787,-1.053464412689209,23.823200225830078,0.30090001225471497,71.6404037475586
W00075,1.425703525543213,1.446535587310791,-1.074296474456787,-1.053464412689209,23.823200225830078,0.30090001225471497,71.6404037475586
W00076,1.4568166732788086,1.4766801595687866,-1.0431833267211914,-1.0233198404312134,23.823200225830078,0.30090001225471497,71.6404037475586
W00077,2.3558127880096436,2.352926731109619,-0.14418721199035645,-0.14707326889038086,23.823200225830078,0.30090001225471497,71.6404037475586
W00078,1.4008257389068604,1.3966602087020874,-1.0991742610931396,-1.1033397912979126,23.823200225830078,0.30090001225471497,71.6404037475586
W00079,1.4008257389068604,1.3966602087020874,-1.0991742610931396,-1.1033397912979126,23.823200225830078,0.30090001225471497,71.6404037475586
W00080,1.4326585531234741,1.42853581905365,-1.0673414468765259,-1.07146418094635,23.823200225830078,0.30090001225471497,71.6404037475586
W00081,2.378312349319458,2.3923327922821045,-0.12168765068054199,-0.10766720771789551,15.172800064086914,0.1031000018119812,52.79880142211914
W00082,1.3005870580673218,2.251957893371582,-1.1994129419326782,-0.24804210662841797,15.172800064086914,0.1031000018119812,52.79880142211914
W00083,1.3005870580673218,2.251957893371582,-1.1994129419326782,-0.24804210662841797,15.172800064086914,0.1031000018119812,52.79880142211914
W00084,1.3365111351013184,2.2566370964050293,-1.1634888648986816,-0.2433629035949707,15.172800064086914,0.1031000018119812,52.79880142211914
W00085,2.3869032859802246,2.384591817855835,-0.11309671401977539,-0.11540818214416504,15.172800064086914,0.1031000018119812,52.79880142211914
W00086,1.1750553846359253,2.3319759368896484,-1.3249446153640747,-0.16802406311035156,15.172800064086914,0.1031000018119812,52.79880142211914
W00087,1.1750553846359253,2.3319759368896484,-1.3249446153640747,-0.16802406311035156,15.172800064086914,0.1031000018119812,52.79880142211914
W00088,1.2154502868652344,2.3337297439575195,-1.2845497131347656,-0.16627025604248047,15.172800064086914,0.1031000018119812,52.79880142211914
W00089,2.3909339904785156,2.3880062103271484,-0.10906600952148438,-0.11199378967285156,15.172800064086914,0.1031000018119812,52.79880142211914
W00090,1.3207379579544067,1.2649099826812744,-1.1792620420455933,-1.2350900173187256,15.172800064086914,0.1031000018119812,52.79880142211914
W00091,1.3207379579544067,1.2649099826812744,-1.1792620420455933,-1.2350900173187256,15.172800064086914,0.1031000018119812,52.79880142211914
W00092,1.3564112186431885,1.3023464679718018,-1.1435887813568115,-1.1976535320281982,15.172800064086914,0.1031000018119812,52.79880142211914
W00093,2.390711545944214,2.3855814933776855,-0.10928845405578613,-0.11441850662231445,15.172800064086914,0.1031000018119812,52.79880142211914
W00094,1.3435379266738892,1.266682744026184,-1.1564620733261108,-1.233317255973816,15.172800064086914,0.1031000018119812,52.79880142211914
W00095,1.3435379266738892,1.266682744026184,-1.1564620733261108,-1.233317255973816,15.172800064086914,0.1031000018119812,52.79880142211914
W00096,1.378443717956543,1.3039793968200684,-1.121556282043457,-1.1960206031799316,15.172800064086914,0.1031000018119812,52.79880142211914
W00097,2.398221969604492,2.4052999019622803,-0.10177803039550781,-0.09470009803771973,16.016700744628906,0.2206999957561493,39.03670120239258
W00098,1.3540406227111816,1.2122794389724731,-1.1459593772888184,-1.2877205610275269,16.016700744628906,0.2206999957561493,39.03670120239258
W00099,1.3540406227111816,1.2122794389724731,-1.1459593772888184,-1.2877205610275269,16.016700744628906,0.2206999957561493,39.03670120239258
W00100,1.388846755027771,1.252046823501587,-1.111153244972229,-1.247953176498413,16.016700744628906,0.2206999957561493,39.03670120239258
W00101,2.406583309173584,2.396312713623047,-0.09341669082641602,-0.10368728637695312,16.016700744628906,0.2206999957561493,39.03670120239258
W00102,1.3577284812927246,1.7368217706680298,-1.1422715187072754,-0.7631782293319702,16.016700744628906,0.2206999957561493,39.03670120239258
W00103,1.3577284812927246,1.7368217706680298,-1.1422715187072754,-0.7631782293319702,16.016700744628906,0.2206999957561493,39.03670120239258
W00104,1.3926903009414673,1.7588047981262207,-1.1073096990585327,-0.7411952018737793,16.016700744628906,0.2206999957561493,39.03670120239258
W00105,2.3966870307922363,2.4041831493377686,-0.10331296920776367,-0.09581685066223145,16.016700744628906,0.2206999957561493,39.03670120239258
W00106,1.3841010332107544,1.4233484268188477,-1.1158989667892456,-1.0766515731811523,16.016700744628906,0.2206999957561493,39.03670120239258
W00107,1.3841010332107544,1.4233484268188477,-1.1158989667892456,-1.0766515731811523,16.016700744628906,0.2206999957561493,39.03670120239258
W00108,1.417853832244873,1.4560428857803345,-1.082146167755127,-1.0439571142196655,16.016700744628906,0.2206999957561493,39.03670120239258
W00109,2.401672840118408,2.3952863216400146,-0.0983271598815918,-0.10471367835998535,16.016700744628906,0.2206999957561493,39.03670120239258
W00110,1.2414430379867554,1.389210820198059,-1.2585569620132446,-1.110789179801941,16.016700744628906,0.2206999957561493,39.03670120239258
W00111,1.2414430379867554,1.389210820198059,-1.2585569620132446,-1.110789179801941,16.016700744628906,0.2206999957561493,39.03670120239258
W00112,1.280117392539978,1.4227466583251953,-1.219882607460022,-1.0772533416748047,16.016700744628906,0.2206999957561493,39.03670120239258
W00113,2.3987977504730225,2.3817062377929688,-0.10120224952697754,-0.11829376220703125,20.179399490356445,0.6363999843597412,34.926300048828125
W00114,1.2644014358520508,1.43393075466156,-1.2355985641479492,-1.06606924533844,20.179399490356445,0.6363999843597412,34.926300048828125
W00115,1.2644014358520508,1.43393075466156,-1.2355985641479492,-1.06606924533844,20.179399490356445,0.6363999843597412,34.926300048828125
W00116,1.3022146224975586,1.4655232429504395,-1.1977853775024414,-1.0344767570495605,20.179399490356445,0.6363999843597412,34.926300048828125
