sample_id,component,acoustic_weight,optical_weight,thermal_weight
W00017,H2,2.4617429933489382e-05,0.03553170495372498,0.9644436776163416
W00017,CH4,0.0011888035123996494,0.23446202927517049,0.7643491672124298
W00017,CO2,0.011424767897449943,0.3800720615111276,0.6085031705914224
W00017,N2,0.049017091249246796,0.475526972410469,0.4754559363402843
W00018,H2,0.0006580883832002991,0.023551365568535064,0.9757905460482647
W00018,CH4,6.506599203258248e-05,0.00018600688051916193,0.9997489271274482
W00018,CO2,0.18653397321662119,0.6269993410419771,0.1864666857414017
W00018,N2,0.061864210635686354,0.009161819663882909,0.9289739697004307
W00019,H2,0.000516683033650088,0.030580996273911,0.9689023206924389
W00019,CH4,0.00011556095662197491,0.0004736419301428709,0.9994107971132351
W00019,CO2,0.051706080467509345,0.7237112897412236,0.2245826297912671
W00019,N2,0.052935910340099174,0.012928806184020009,0.9341352834758808
W00020,H2,0.0005870603700942877,0.030432427380294103,0.9689805122496116
W00020,CH4,0.00010505282134832824,0.0007120911856999808,0.9991828559929516
W00020,CO2,0.11267628553269406,0.6804170949297023,0.20690661953760353
W00020,N2,0.06364085990646355,0.027897148840382045,0.9084619912531544
W00021,H2,0.002313990689820513,0.6223528599611973,0.37533314934898215
W00021,CH4,0.0009505216610608319,0.02212390947118737,0.9769255688677518
W00021,CO2,0.09034094433946695,0.7402780614701632,0.16938099419036992
W00021,N2,0.07312938667130459,0.3269429145873479,0.5999276987413477
W00022,H2,0.0017927404861498846,0.01154547278028762,0.9866617867335624
W00022,CH4,0.0003029763095937294,0.0006412179616660401,0.9990558057287402
W00022,CO2,0.1734532544058648,0.5770569504481371,0.24948979514599812
W00022,N2,0.07692497598698568,0.018504151502044066,0.9045708725109703
W00023,H2,0.0039130713100224155,0.024119785558322896,0.9719671431316547
W00023,CH4,0.00021735477983411426,0.00037513460265216277,0.9994075106175138
W00023,CO2,0.24643012624555904,0.615635177314952,0.13793469643948902
W00023,N2,0.06592257402015209,0.021171724502882922,0.912905701476965
W00024,H2,0.002321577927954973,0.014231653591255755,0.9834467684807893
W00024,CH4,0.0001533470556224948,0.0003124835392311168,0.9995341694051464
W00024,CO2,0.20625054885721544,0.614500684579897,0.17924876656288746
W00024,N2,0.1773028165388783,0.02193004486830872,0.800767138592813
W00025,H2,0.003986571791334139,0.5839625396598163,0.4120508885488496
W00025,CH4,0.0003192848224681046,0.009819988289591233,0.9898607268879407
W00025,CO2,0.03266951737961702,0.786199553658741,0.18113092896164215
W00025,N2,0.03127555452482023,0.33736291672306973,0.6313615287521099
W00026,H2,0.0011740198986547698,0.0023593375901901567,0.996466642511155
W00026,CH4,0.004992094328585245,0.00282307369637505,0.9921848319750398
W00026,CO2,0.12276577022273648,0.5879711088600753,0.28926312091718825
W00026,N2,0.10497239206289444,0.01814310320900107,0.8768845047281045
W00027,H2,0.0016605989624496893,0.0021180876502374505,0.9962213133873128
W00027,CH4,0.0030898933130044407,0.001781769366904011,0.9951283373200915
W00027,CO2,0.10445396119880027,0.6793651938902607,0.21618084491093897
W00027,N2,0.11850656163473164,0.013529836163537147,0.8679636022017313
W00028,H2,0.0030092699540172625,0.004454644144756195,0.9925360859012264
W00028,CH4,0.004166562803058686,0.0036246962970581664,0.9922087408998832
W00028,CO2,0.07154329409448819,0.7687339876091919,0.15972271829631993
W00028,N2,0.16360062538501996,0.031975456122608784,0.8044239184923713
W00029,H2,0.0038221069502026883,0.0836977164432684,0.912480176606529
W00029,CH4,0.0024105682285772765,0.02294928718526294,0.9746401445861599
W00029,CO2,0.09404809612768893,0.46420708008779216,0.4417448237845189
W00029,N2,0.070190384594416,0.1854712803951025,0.7443383350104815
W00030,H2,0.004917305391638003,0.01727657327876161,0.9778061213296004
W00030,CH4,0.008221279077822123,0.001765603482477348,0.9900131174397006
W00030,CO2,0.11535769554610605,0.46105451199731207,0.42358779245658185
W00030,N2,0.039085410170102926,0.010490234875667885,0.9504243549542292
W00031,H2,0.017925021342996932,0.01589266068577842,0.9661823179712246
W00031,CH4,0.017637432308889006,0.0011920558004421624,0.9811705118906687
W00031,CO2,0.37130296411283376,0.42589425044479107,0.20280278544237518
W00031,N2,0.1437705453994394,0.007547746093809681,0.8486817085067511
W00032,H2,0.014470482066531875,0.027086756708589187,0.9584427612248789
W00032,CH4,0.010145125113793053,0.0030468814942707576,0.9868079933919361
W00032,CO2,0.24879943410236888,0.5170123898559492,0.23418817604168188
W00032,N2,0.0755030803784137,0.028331756152480635,0.8961651634691057
W00209,H2,0.0016153035063185002,0.8288912724885105,0.1694934240051711
W00209,CH4,0.0016593739993440834,0.3832358381487752,0.6151047878518807
W00209,CO2,0.008183168592158898,0.34636009310741706,0.6454567383004242
W00209,N2,0.027836847312755736,0.1561911878971607,0.8159719647900836
W00210,H2,0.0027823621721846715,0.1564015104511789,0.8408161273766364
W00210,CH4,0.009769424253126335,0.026807584298905306,0.9634229914479684
W00210,CO2,0.0061993286611779575,0.02271682907321125,0.9710838422656108
W00210,N2,0.0017028959076995538,0.0004574643435469803,0.9978396397487536
W00211,H2,0.004955528347651712,0.165533691427583,0.8295107802247652
W00211,CH4,0.017559986267834223,0.02988282727125971,0.952557186460906
W00211,CO2,0.00519425638207097,0.03205185170495402,0.9627538919129751
W00211,N2,0.0014723430501046215,0.0003196045398071571,0.9982080524100881
W00212,H2,0.007588849390606437,0.0996718566560263,0.8927392939533673
W00212,CH4,0.026409716781456306,0.036627210293533906,0.9369630729250098
W00212,CO2,0.011102364209114583,0.07876236824665914,0.9101352675442262
W00212,N2,0.006132957973984335,0.0016576741039019403,0.9922093679221137
W00213,H2,0.01935923173539743,0.7491164992822341,0.2315242689823685
W00213,CH4,0.009025815486222933,0.40435196854959005,0.5866222159641871
W00213,CO2,0.020879181223096944,0.12785632330264357,0.8512644954742594
W00213,N2,0.03170287866205801,0.15116083494375976,0.8171362863941822
W00214,H2,0.0026768294266094096,0.03305330423268338,0.9642698663407072
W00214,CH4,0.003407370773229836,0.023320704700643242,0.9732719245261269
W00214,CO2,0.0705431084675536,0.13294532301067455,0.7965115685217719
W00214,N2,0.05849622101471379,0.07469018357025636,0.8668135954150298
W00215,H2,0.0037538840066260325,0.014997449689760944,0.9812486663036131
W00215,CH4,0.006715773087589943,0.010238456549199394,0.9830457703632106
W00215,CO2,0.052826357776746054,0.09064662543636091,0.8565270167868929
W00215,N2,0.1563848395187111,0.034443191587248095,0.8091719688940409
W00216,H2,0.0022229494233785407,0.021647759094689547,0.9761292914819318
W00216,CH4,0.004981154100562115,0.02227400286454606,0.9727448430348918
W00216,CO2,0.029814529201129817,0.05021154366906354,0.9199739271298066
W00216,N2,0.22420469183313835,0.09658607019137178,0.6792092379754899
W00217,H2,0.04567135303244792,0.7036739244908203,0.25065472247673165
W00217,CH4,0.008181627952027613,0.23137004899691316,0.7604483230510592
W00217,CO2,0.024079283765145253,0.3826802759170709,0.5932404403177838
W00217,N2,0.01592802984017554,0.09786080738021657,0.886211162779608
W00218,H2,0.015420359555376816,0.17252016391135366,0.8120594765332695
W00218,CH4,0.02384209034548126,0.06673825985235485,0.9094196498021639
W00218,CO2,0.037865327751867794,0.06479617907385206,0.8973384931742802
W00218,N2,0.06652116239415491,0.005772450384062115,0.927706387221783
W00219,H2,0.022256808397220582,0.14937549577408946,0.82836769582869
W00219,CH4,0.03395970136490582,0.060099458502228066,0.9059408401328662
W00219,CO2,0.03761273638692404,0.09873432177580897,0.8636529418372669
W00219,N2,0.11162672199772593,0.005105842176169876,0.8832674358261042
W00220,H2,0.04067111236755354,0.087099744850505,0.8722291427819414
W00220,CH4,0.06821532904929509,0.05233480712184033,0.8794498638288646
W00220,CO2,0.0712504698828238,0.06859235029443689,0.8601571798227393
W00220,N2,0.11279237758417818,0.006496361450753185,0.8807112609650687
W00221,H2,0.12859945222721314,0.5500822504978841,0.32131829727490285
W00221,CH4,0.08294562435421172,0.19025429287975784,0.7268000827660304
W00221,CO2,0.0491828168156464,0.1416958840190177,0.8091212991653359
W00221,N2,0.013604467262346391,0.06979155250867737,0.9166039802289763
W00222,H2,0.1641178524452033,0.10487631030404444,0.7310058372507523
W00222,CH4,0.20123986238464703,0.03813663629270002,0.7606235013226529
W00222,CO2,0.010373966788336686,0.02884543380062383,0.9607805994110395
W00222,N2,0.008532085587764934,0.00806681767293082,0.9834010967393041
W00223,H2,0.14309973956313451,0.11012993739175213,0.7467703230451134
W00223,CH4,0.18123896094933914,0.04807151317732589,0.770689525873335
W00223,CO2,0.017718214220533695,0.021751879616832892,0.9605299061626333
W00223,N2,0.014472430193199229,0.006914569563114519,0.9786130002436861
W00224,H2,0.2336976092440162,0.12707333790355593,0.6392290528524279
W00224,CH4,0.2225091716282375,0.058105813743408244,0.7193850146283542
W00224,CO2,0.023517972415830694,0.030758674363451238,0.9457233532207181
W00224,N2,0.03916455327237347,0.021671168115349682,0.9391642786122768
W00257,H2,0.00011159456851349568,0.11719606226059129,0.8826923431708953
W00257,CH4,0.0003174466754257494,0.05561080187280515,0.9440717514517691
W00257,CO2,0.01077384661502359,0.5536766509884425,0.43554950239653395
W00257,N2,0.042572028803118195,0.2861230806579123,0.6713048905389696
W00258,H2,0.0038708749487612456,0.09886466734431937,0.8972644577069194
W00258,CH4,0.012528407037790608,0.060862411077771995,0.9266091818844374
W00258,CO2,0.010759145248169953,0.1622281153184692,0.8270127394333607
W00258,N2,0.0028954960349368737,0.006890986154349841,0.9902135178107133
W00259,H2,0.00759769427999148,0.05917772482051187,0.9332245808994967
W00259,CH4,0.021722585873905482,0.031759051395695306,0.9465183627303991
W00259,CO2,0.010695399980699226,0.0791207964848685,0.9101838035344323
W00259,N2,0.0038849701419747277,0.001937216075111622,0.9941778137829137
W00260,H2,0.00628520310612227,0.1295584652246533,0.8641563316692245
W00260,CH4,0.020620892121248055,0.08711498362289817,0.8922641242558539
W00260,CO2,0.02471358971904047,0.11045852872074109,0.8648278815602185
