sample_id,component,acoustic_weight,optical_weight,thermal_weight
W00049,H2,0.15433734065645752,0.297314285821898,0.5483483735216444
W00049,CH4,0.06626914935367555,0.09899046124449933,0.8347403894018252
W00049,CO2,0.15103669484072696,0.26351582736072876,0.5854474777985442
W00049,N2,0.16297115714596414,0.38602375771207453,0.4510050851419613
W00050,H2,1.533307181101913e-07,2.444996660302496e-07,0.9999996021696158
W00050,CH4,4.10599639620528e-07,1.0243261488747365e-06,0.9999985650742116
W00050,CO2,3.616878056277055e-06,0.004351190916880984,0.9956451922050628
W00050,N2,7.740385488331569e-06,7.892764009199088e-07,0.9999914703381108
W00051,H2,1.2847146247572291e-08,2.1103048289609797e-07,0.9999997761223709
W00051,CH4,2.834377900689533e-07,9.402456760086853e-07,0.9999987763165339
W00051,CO2,1.0271069071490135e-06,0.0030051413766182676,0.9969938315164746
W00051,N2,3.156536184836762e-07,7.334401864475554e-07,0.9999989509061951
W00052,H2,1.7403386176508178e-08,1.7262700831235062e-08,0.999999965333913
W00052,CH4,2.5850772681282643e-07,6.271180738539381e-08,0.9999996787804658
W00052,CO2,9.935212905677942e-07,0.00331196818901573,0.9966870382896936
W00052,N2,4.4409430259300394e-07,1.3422550119957038e-07,0.9999994216801962
W00053,H2,2.7046403503416174e-08,7.447914645509864e-08,0.99999989847445
W00053,CH4,3.6350960605497197e-07,2.3321267188196703e-07,0.9999994032777221
W00053,CO2,2.2182948562159058e-07,5.085768705225942e-07,0.9999992695936438
W00053,N2,1.2322200933479744e-07,4.1237156207798466e-07,0.9999994644064286
W00054,H2,0.024346842339553407,0.5455332900738207,0.43011986758662596
W00054,CH4,0.7725150453231199,0.21907291589097097,0.00841203878590919
W00054,CO2,0.00011107563380945902,0.9998879428229751,9.815432154552616e-07
W00054,N2,0.005306923149244066,0.5385681728583789,0.45612490399237704
W00055,H2,0.22319334814240524,0.7735401855563878,0.0032664663012068624
W00055,CH4,0.6309353015325032,0.3644873956123951,0.004577302855101646
W00055,CO2,0.0008035794171845281,0.9991959301394336,4.90443381799096e-07
W00055,N2,0.05330963447939884,0.940831398300191,0.0058589672204100544
W00056,H2,0.6953238258825265,0.2327463515763195,0.07192982254115404
W00056,CH4,0.9925431055962276,0.004800639097471921,0.0026562553063005645
W00056,CO2,0.041791234373865865,0.9581091223117556,9.964331437842048e-05
W00056,N2,0.5313803430354211,0.3096188994025376,0.1590007575620413
